,name,market,funding_total_usd,status,funding_rounds,State_code,City,founded_at,company_name,acquired_at,price_amount
319,CrowdSavings.com,Online_Tech,5126000,acquired,3,FL,Tampa,2009-08-01,CrowdSavings.com,2013-02-11,6400000.0
320,CrowdSling,Online_Tech,40000,closed,1,WI,Greendale,2011-03-16,,,
321,CrowdSource,Online_Tech,12500000,operating,1,IL,Swansea,2010-09-10,,,
322,Crowdsourcing.org,Online_Tech,250000,operating,1,CA,Los Angeles,2010-10-01,,,
323,crowdSPRING,Online_Tech,3000000,operating,1,IL,Chicago,2007-05-15,,,
324,CrowdStar,Gaming,49000000,operating,4,CA,Burlingame,2008-01-01,,,
325,CrowdStreet,Online_Tech,1475000,operating,2,OR,Portland,2013-03-01,,,
326,CrowdStrike,Online_Tech,56014852,operating,3,CA,Irvine,2011-01-01,,,
327,CrowdSYNC,Gaming,0,operating,1,CA,San Francisco,2011-11-17,,,
328,CrowdTangle,Online_Tech,2200000,operating,1,MD,Baltimore,2012-01-01,,,
329,Crowdtap,Online_Tech,15000000,operating,3,NY,New York,2009-10-01,,,
330,CrowdTogether,Online_Tech,235000,operating,1,DE,New Castle,2010-09-01,,,
331,CrowdTorch,Online_Tech,0,operating,1,TX,Austin,,,,
332,CrowdTunes,Online_Tech,71000,operating,4,NC,Durham,2012-09-01,,,
333,CrowdTwist,Service,16176000,operating,6,NY,New York,2009-08-01,,,
334,Crowdvance,Nonprofits,196500,operating,3,DC,Washington,2012-01-01,,,
335,CrowdZone,Fitness,0,closed,1,CA,Sunnyvale,2009-09-01,,,
336,Crowdzu,Art,35000,operating,1,NY,New York,2012-01-01,,,
337,ADFLOW Health Networks,Medical,2500190,closed,1,PA,Fort Washington,,,,
338,Crown Bioscience,Medical,55350000,operating,2,CA,Santa Clara,,,,
339,Crown in Town,Online_Tech,130000,operating,2,WA,Puyallup,2009-11-01,,,
340,Crowned Grace International,Corporate_Services,0,operating,1,FL,Windermere,2003-02-12,,,
341,CrownPeak,Online_Tech,12000000,operating,3,CA,Los Angeles,2001-01-19,,,
342,Crowsnest,Manufacturing,138000,operating,2,WA,Seattle,2014-01-15,,,
343,CRS Reprocessing Services,Manufacturing,12000000,operating,1,KY,Louisville,,,,
344,CruiseWise,Service,1740000,,4,CA,San Francisco,2010-05-01,,,
345,Crumbs Bake Shop,Service,3500000,operating,1,NY,New York,,,,
346,Crunchbutton,Online_Tech,430000,operating,1,CA,Los Angeles,2012-01-01,,,
347,Crunched,Online_Tech,1400000,acquired,1,NY,New York,2010-04-02,Crunched,2013-07-02,
348,Crunchyroll,Art,4800000,acquired,2,CA,San Francisco,2008-01-01,Crunchyroll,2013-12-02,
349,"Adfora, Inc.",Online_Tech,720000,operating,1,CA,Glendale,2010-01-23,,,
350,Crusader Vapor,Online_Tech,12500,operating,1,OH,Hilliard,,,,
351,Cruse Environmental Technology,Online_Tech,0,operating,1,TX,Houston,2013-12-28,,,
352,CrushBlvd,Online_Tech,100000,operating,1,CA,Lucerne Valley,2011-01-01,,,
353,Crushpath,Online_Tech,8000000,operating,2,CA,San Francisco,2011-04-01,,,
354,Crux Biomedical,Medical,8000000,acquired,1,CA,Menlo Park,,Crux Biomedical,2012-12-03,
355,CRV,Online_Tech,1000000,operating,1,MA,Cambridge,1970-01-01,,,
356,CryoLife,Online_Tech,1250000,operating,1,GA,Kennesaw,,,,
357,CryoMedix,Online_Tech,500000,operating,1,CA,San Diego,,,,
358,Cryoocyte,Online_Tech,600000,operating,1,MA,Allston,,,,
359,Cryoport,Medical,24836693,operating,7,CA,Lake Forest,1999-01-01,,,
360,"Cryothermic Systems, Inc.",Medical,250000,operating,2,OH,Cleveland,2008-01-01,,,
361,CryoXtract Instruments,Medical,3800000,operating,2,VA,Arlington,2008-01-01,,,
362,Cryptmint,Online_Tech,45000,operating,1,TX,Southlake,,,,
363,CryptoCurrency Inc.,Retail,0,operating,1,IL,Vernon Hills,2013-12-01,,,
364,adFreeq,Other,328000,operating,3,MO,Columbia,2011-07-01,,,
365,Crystal IS,Manufacturing,15237785,operating,3,NY,Troy,,,,
366,CrystalCommerce,Online_Tech,100000,operating,1,WA,Seattle,,,,
367,CrystalGenomics,Medical,15400000,operating,2,PA,Conshohocken,,,,
368,Crystalplex,Medical,1942000,operating,6,PA,Pittsburgh,2002-01-01,,,
369,AdGent Digital,Online_Tech,5300000,,2,CA,Palo Alto,2008-01-01,,,
370,CS Disco,Online_Tech,12000000,operating,2,TX,Houston,2012-01-01,,,
371,CS Products,Science_and_Engineering,0,operating,1,CA,Ontario,2007-06-01,,,
372,CS-Keys,Medical,6535000,closed,2,IN,Indianapolis,,,,
373,CSA Medical,Medical,46500000,operating,3,MD,Lutherville Timonium,1993-01-01,,,
374,CSID,Online_Tech,42130000,operating,3,TX,Austin,2006-01-01,,,
375,AdGrok,Online_Tech,470000,acquired,2,CA,San Francisco,2010-05-01,AdGrok,2011-05-31,10000000.0
376,CSMG,Medical,150000,operating,1,TX,Corpus Christi,1992-01-01,,,
377,CSR,Retail,18885799,acquired,2,CA,San Jose,1999-01-01,CSR,2014-10-14,2500000000.0
378,CSRware,Manufacturing,250000,operating,1,CA,San Francisco,2009-03-03,,,
379,CSS Corp,Corporate_Services,47000000,operating,2,CA,San Jose,1996-01-01,,,
380,Cswitch,Manufacturing,30000000,closed,1,CA,Cupertino,,,,
381,CTB Group,Art,262100,operating,1,VA,Haymarket,2009-01-01,,,
382,CTD Holdings,Medical,1725000,operating,1,FL,Alachua,1990-01-01,,,
383,CTI Science,Medical,3973210,operating,2,KY,Lexington,2007-01-01,,,
384,CTI Towers,Corporate_Services,30000000,operating,1,MA,Franklin,2011-09-01,,,
385,CTMG,Medical,4020000,operating,2,CA,Greenville,2004-01-01,,,
386,Adhere2Care,Medical,300000,closed,1,GA,Peachtree City,2011-01-01,,,
387,CTSpace,Online_Tech,5300000,acquired,1,CA,San Francisco,2009-01-01,,,
388,CTX Virtual Technologies,Online_Tech,9553625,operating,5,FL,Boca Raton,,,,
389,Cubby,Online_Tech,65000,operating,1,NY,New York,2011-02-15,,,
390,AdhereTech,Medical,2350000,operating,2,NY,New York,2011-10-01,,,
391,"CUBED, Inc.",Online_Tech,3685000,operating,2,NV,Las Vegas,,,,
392,Cubeit.fm,Online_Tech,0,operating,1,CA,San Francisco,2013-08-01,,,
393,CubeTree,Online_Tech,11500000,acquired,3,CA,Redwood City,2004-01-01,CubeTree,2010-05-03,50000000.0
394,Cubicl,Online_Tech,130000,operating,2,CA,Los Angeles,2009-05-01,,,
395,Adherex Technologies,Medical,1600000,operating,1,NC,Raleigh,1996-01-01,,,
396,Cubikal,Online_Tech,10000,closed,1,CA,San Francisco,2012-09-09,,,
397,Cue,Online_Tech,4715000,acquired,3,CA,San Francisco,2010-01-01,Cue,2013-10-04,50000000.0
398,Adhesion Wealth Advisor Solutions,Online_Tech,2246171,operating,1,NC,Charlotte,1999-01-01,,,
399,Cue,Medical,7500000,operating,1,CA,San Diego,2010-01-01,Cue,2013-10-04,50000000.0
400,Cue,Online_Tech,7500000,operating,1,CA,San Diego,,Cue,2013-10-04,50000000.0
401,CueThink,Education,168000,operating,2,MA,Boston,2012-11-21,,,
402,Cuff-Protect,Online_Tech,50000,operating,1,TN,Memphis,,,,
403,Cuffed and Wanted,Gaming,0,operating,1,CA,Signal Hill,2011-09-01,,,
404,"CUI Global, Inc.",Manufacturing,8000000,operating,1,OR,Tualatin,,,,
405,Adhesive.co,Online_Tech,1500000,operating,1,AZ,Scottsdale,2012-01-01,,,
406,Cuil,Online_Tech,33000000,closed,2,CA,Menlo Park,2005-01-01,,,
407,Cuipo,Online_Tech,2500000,operating,1,CA,Newport Beach,2010-01-01,,,
408,Culpepper’s Bar & Grill,Service,0,operating,1,WA,Graham,2007-11-18,,,
409,Culture Jam,Online_Tech,1700000,operating,2,CA,Los Angeles,2008-07-01,,,
410,Culture Kitchen,Service,0,operating,1,CA,Lucerne Valley,2011-04-01,,,
411,21st Century Oncology,Medical,325000000,operating,1,FL,Fort Myers,,,,
412,Adhezion Biomedical,Medical,4035000,operating,3,PA,Reading,2001-01-01,,,
413,CultureIQ,Online_Tech,200000,operating,1,NY,New York,2013-07-22,,,
414,CultureMap,Art,0,operating,1,TX,Houston,,,,
415,Cumed,Medical,4000000,operating,1,VA,Richmond,,,,
416,CumuLogic,Online_Tech,1000000,operating,3,CA,Santa Clara,2011-01-15,,,
417,Cumulus Funding,Online_Tech,850000,operating,1,IL,Chicago,,,,
418,Cumulus Networks,Online_Tech,51000000,operating,2,CA,Mountain View,2010-01-01,,,
419,adhoclabs,Online_Tech,2000000,operating,1,CA,Los Angeles,2012-01-01,,,
420,Cumulux,Online_Tech,650000,acquired,1,WA,Bellevue,2008-09-06,Cumulux,2011-11-11,
421,CUneXus Solutions,Banking,670000,operating,6,CA,Santa Rosa,2008-06-19,,,
422,CuPcAkE & other things you bake,Service,0,operating,1,MS,Booneville,2011-05-25,,,
423,CUPP Computing,Online_Tech,200000,operating,1,NJ,North Bergen,2005-03-15,,,
424,CUPR,Corporate_Services,300000,closed,1,CA,Palo Alto,2008-10-31,,,
425,Curacao,Online_Tech,15000000,operating,1,CA,Los Angeles,1978-01-01,,,
426,Curalate,Online_Tech,12350000,operating,3,PA,Philadelphia,2012-01-01,,,
427,Adial Pharmaceuticals,Medical,6731042,operating,2,VA,Charlottesville,2007-01-01,,,
428,Curaxis Pharmaceutical,Medical,1526000,closed,1,NC,Durham,,,,
429,"Curb (RideCharge, Inc.)",Service,10700000,operating,3,VA,Alexandria,2007-02-20,,,
430,Curb Call,Renting,0,operating,1,CA,San Diego,2014-04-01,,,
431,Curbed Network,Online_Tech,1500000,acquired,1,NY,New York,2004-01-01,Curbed Network,2013-11-10,30000000.0
432,Curbsy,Online_Tech,0,closed,1,CA,Los Angeles,2011-05-01,,,
433,Adiana,Medical,23000000,acquired,1,CA,Redwood City,1997-01-01,Adiana,2007-02-26,215000000.0
434,Cureatr,Medical,6125000,operating,2,NY,New York,2011-01-01,,,
435,CureDM,Medical,4600000,operating,2,DE,Wilmington,,,,
436,Cureeo,Online_Tech,75000,operating,1,IL,Chicago,2012-01-01,,,
437,CureLauncher,Medical,2050000,operating,5,MI,Bloomfield Hills,2012-01-01,,,
438,Curemark,Medical,55014466,operating,5,NY,Rye,2004-01-01,,,
439,CureSquare,Medical,375000,operating,1,IL,Chicago,2012-01-01,,,
440,Curexo Technology,Medical,13200000,operating,1,CA,Fremont,,,,
441,Curioos,Online_Tech,2400000,operating,2,NY,New York,2011-07-01,,,
442,Curiosidy,Online_Tech,20000,operating,1,OH,Cleveland,2013-05-01,,,
443,Curiosity,Education,6000000,operating,1,IL,Chicago,2011-03-01,,,
444,Curiosityville,Online_Tech,795000,operating,2,MD,Cockeysville,2010-01-01,,,
445,Curious Hat,Education,0,operating,1,CA,San Mateo,2012-01-03,,,
446,Curious Sense,Online_Tech,500000,operating,1,NC,Durham,2008-06-01,,,
447,Curious.com,Education,22500000,operating,2,CA,Menlo Park,2012-01-01,,,
448,Curiously,Online_Tech,400000,operating,1,NY,New York,2014-01-01,,,
449,Curis,Medical,22964000,operating,4,MA,Cambridge,2000-01-01,,,
450,Curoverse,Online_Tech,1500000,operating,1,MA,Boston,,,,
451,Currensee,Online_Tech,18800000,operating,4,MA,Boston,2008-08-01,,,
452,CURRENT,Online_Tech,13000000,acquired,1,MD,Germantown,,CURRENT,2013-03-08,
453,Current Communications Group,Online_Tech,100000000,acquired,1,MD,Germantown,,Current Communications Group,2013-03-07,
454,AdiCyte,Medical,2649402,operating,2,AZ,Tucson,2011-01-01,,,
455,Current Media,Online_Tech,15000000,closed,1,CA,San Francisco,2005-01-01,,,
456,Current Motor Company,Manufacturing,700000,operating,1,MI,Ann Arbor,,,,
457,Curriculet,Education,1800000,operating,1,CA,San Francisco,2012-01-01,,,
458,Curried Away Catering,Service,25000,operating,1,CA,Santa Clara,2009-01-01,,,
459,Curse,Online_Tech,28000000,operating,4,AL,Huntsville,2006-01-01,,,
460,Curtis Berryman & Son Cremation,Online_Tech,0,operating,1,CA,Sacramento,2013-12-01,,,
461,CurTran,Manufacturing,6280000,operating,1,TX,Spring,2011-10-05,,,
462,Adient Health,Medical,458912,operating,1,CA,Moorpark,,,,
463,Curvature,Online_Tech,13950000,operating,2,CA,Santa Barbara,1986-01-01,,,
464,Curvo,Online_Tech,50000,operating,1,IN,Evansville,2012-01-01,,,
465,CustEx,Online_Tech,10000,operating,1,CA,Palo Alto,2012-12-02,,,
466,Custom Coup,Online_Tech,0,operating,1,NY,New York,2011-01-01,,,
467,Customer BOOM (formerly Renter's BOOM),Online_Tech,0,operating,1,OH,Cleveland,2011-10-15,,,
468,Adify,Online_Tech,27000000,acquired,2,CA,San Bruno,2006-08-08,Adify,2008-04-28,300000000.0
469,Customer.io,Online_Tech,400000,operating,3,NY,New York,,,,
470,CustomInk,Art,40600000,operating,2,VA,Fairfax,2000-01-01,,,
471,Customized Bartending Solutions,Online_Tech,0,operating,1,IL,Chicago,2012-10-02,,,
472,Customizer Storage Solutions,Online_Tech,0,operating,1,TX,Carrollton,2009-07-10,,,
473,CustomMade,Online_Tech,25650000,operating,5,MA,Cambridge,1996-01-01,,,
474,Custora,Online_Tech,0,operating,2,NY,New York,2011-01-01,,,
475,Cutanea Life Sciences,Medical,450000,operating,1,PA,Wayne,2005-01-01,,,
476,Cutting Edge Information,Medical,15800000,operating,1,NC,Durham,,,,
477,Cutting Edge Wheels,Online_Tech,480000,operating,2,TN,Knoxville,,,,
478,Cuturia,Online_Tech,200000,closed,1,CA,Los Angeles,2012-04-01,,,
479,Cuurio,Corporate_Services,300000,operating,1,NY,New York,2013-02-28,,,
480,Cuyana,Online_Tech,1700000,operating,1,CA,San Francisco,2013-01-01,,,
481,CV Ingenuity,Medical,32676154,closed,4,CA,Fremont,2008-01-01,,,
482,CV Properties,Renting,0,operating,1,CT,Southport,2003-06-12,,,
483,CV-Sight,Medical,2500000,operating,1,MA,Mansfield,,,,
484,"CVAC Systems, Inc",Online_Tech,62745,operating,1,CA,Temecula,,,,
485,Cvent,Online_Tech,136911999,operating,3,VA,Mclean,1999-01-30,,,
486,Cvergenx,Medical,225554,operating,1,FL,Tampa,,,,
487,cVidya,Online_Tech,46000000,operating,7,FL,Plantation,,,,
488,CVRx,Medical,56600000,operating,3,MN,Minneapolis,2001-01-01,,,
489,CWR Mobility,Service,1500000,operating,1,WA,Redmond,2006-01-01,,,
490,Adility,Online_Tech,100000,acquired,2,CA,San Francisco,2009-02-01,Adility,2012-12-01,
491,cWyze,Online_Tech,250000,operating,1,MO,Philadelphia,2010-01-01,,,
492,CX,Online_Tech,7659999,operating,3,CA,Palo Alto,2009-01-01,,,
493,CXOWARE,Online_Tech,1250000,operating,1,WA,Spokane,,,,
494,CYA Technologies,Online_Tech,3000000,operating,1,CT,Shelton,1998-01-01,,,
495,Cyalume Technologies,Online_Tech,4000000,operating,1,MA,West Springfield,,,,
496,Cyan,Online_Tech,30750000,operating,3,CA,Petaluma,2006-01-01,,,
497,Cyan Optics,Online_Tech,71332137,operating,4,CA,Petaluma,2006-01-01,,,
498,Cyanogen,Online_Tech,30000000,operating,2,CA,Palo Alto,2009-04-01,,,
499,Adim8,Online_Tech,0,operating,1,CA,Yorba Linda,2011-11-01,,,
500,Cyanto,Online_Tech,1000000,operating,1,CA,San Carlos,,,,
501,Cyber Gifts,Online_Tech,100000,,1,DE,Wilmington,2013-07-15,,,
502,Cyber Holdings,Gaming,152000,operating,1,CA,San Diego,2011-06-13,,,
503,Cyber Interns,Online_Tech,50000,operating,1,CA,Los Angeles,2011-01-31,,,
504,Cyber Kiosk Solutions,Online_Tech,18000,operating,1,FL,Coral Springs,,,,
505,Cyber Reliant Corp,Online_Tech,1083000,operating,2,MD,Annapolis,2010-01-01,,,
506,Cyber Solutions International,Online_Tech,400000,operating,1,SC,Charleston,,,,
507,Cyber-Rain,Online_Tech,3300000,operating,3,CA,Encino,2006-01-01,,,
508,Cybera,Online_Tech,22394393,operating,2,TN,Franklin,2001-01-01,,,
509,CyberArk,Online_Tech,43000000,operating,2,MA,Newton,1999-01-01,,,
510,Adimab,Medical,39682384,operating,9,NH,Lebanon,2007-05-01,,,
511,CyberArts,Online_Tech,16333000,operating,2,CA,San Francisco,,,,
512,"CyberCity 3D, Inc.",Online_Tech,7300000,operating,3,CA,El Segundo,2008-05-01,,,
513,CyberDefender,Online_Tech,13210580,,7,CA,Los Angeles,2003-01-01,,,
514,Cybereason,Online_Tech,4600000,operating,1,MA,Cambridge,2012-01-01,,,
515,CyberFlow Analytics,Online_Tech,2000000,operating,1,CA,San Diego,2013-01-01,,,
516,CyberHeart,Medical,15765989,operating,3,CA,Menlo Park,,,,
517,CyberIQ Services,Online_Tech,3290000,operating,2,VA,Arlington,2012-01-01,,,
518,Cybernet Software Systems,Online_Tech,22500000,closed,1,NY,New York,,,,
519,Adinch Inc,Online_Tech,4000000,operating,2,CA,San Francisco,2012-06-05,,,
520,CyberPatrol,Online_Tech,1000000,operating,1,AZ,Tucson,2010-01-01,,,
521,CyberSense,Online_Tech,5000000,operating,1,CA,Menlo Park,,,,
522,CyberSettle,Online_Tech,3351007,operating,5,CT,Old Greenwich,,,,
523,Cybersource,Online_Tech,0,acquired,2,CA,San Francisco,,Cybersource,2010-04-21,2000000000.0
524,CyberSponse,Online_Tech,3095000,operating,3,AZ,Phoenix,2011-09-27,,,
525,CyberVision Text,Corporate_Services,0,operating,1,TN,Franklin,2007-11-01,,,
526,CybEye,Online_Tech,3000000,operating,1,CA,Rolling Hills Estates,2011-10-01,,,
527,CYBRA,Online_Tech,2506000,operating,2,NY,Yonkers,1985-01-01,,,
528,Cybrata Networks,Online_Tech,1000000,operating,1,CA,Fremont,2008-01-01,,,
529,Cyclacel Pharmaceuticals,Medical,132188186,operating,7,NJ,Berkeley Heights,,,,
530,cycleWood Solutions,Online_Tech,2000000,operating,2,TX,Dallas,2010-11-01,,,
531,Cyclone Power Technologies,Online_Tech,150000,operating,2,FL,Pompano Beach,2007-01-01,,,
532,Cyclos Semiconductor,Manufacturing,1062841,operating,1,CA,Berkeley,2004-01-01,,,
533,Cydan,Medical,26000000,operating,2,MA,Lincoln,2012-01-01,,,
534,Cydcor,Corporate_Services,100000,operating,1,CA,Agoura Hills,1994-01-01,,,
535,Cylance,Online_Tech,35000000,operating,2,CA,Irvine,2012-01-01,,,
536,Cylene Pharmaceuticals,Medical,72502924,closed,4,CA,San Diego,,,,
537,Cylex,Medical,3300000,operating,1,MD,Columbia,1992-01-01,,,
538,CymaBay Therapeutics,Medical,100180695,operating,5,CA,Hayward,1991-01-01,,,
539,Adioso,Service,355000,operating,3,CA,San Francisco,2008-01-01,,,
540,Cymbet,Manufacturing,68872327,operating,8,MN,Elk River,2000-01-01,,,
541,CymoGen Dx,Medical,350161,operating,1,NY,New Windsor,2010-01-01,,,
542,Cympel,Online_Tech,175000,operating,1,NE,Omaha,2011-05-10,,,
543,Cymphonix,Online_Tech,6623651,acquired,3,UT,Salt Lake City,2004-01-01,Cymphonix,2013-10-01,
544,Cymtec Systems,Online_Tech,4026891,operating,3,CA,Sunnyvale,2000-01-01,,,
545,Cynergen,Online_Tech,828572,operating,1,CA,San Carlos,2009-01-01,,,
546,Cynny,Online_Tech,6510878,operating,2,CA,Menlo Park,2012-01-18,,,
547,Cyntellect,Medical,24500000,operating,2,CA,San Diego,1997-01-01,,,
548,Adirondack East,Renting,25000,operating,1,NY,Ticonderoga,2014-01-01,,,
549,Cynvec,Medical,500000,operating,1,NY,New York,,,,
550,Cynvenio Biosystems,Medical,20325885,operating,9,CA,Westlake Village,2006-01-01,,,
551,CyOptics,Manufacturing,77000000,acquired,2,PA,Breinigsville,1999-01-01,CyOptics,2013-04-11,
552,CYPHER,Online_Tech,4983333,operating,3,UT,South Jordan,,,,
553,CypherWorX,Education,750000,operating,1,NY,Rochester,2007-01-01,,,
554,Cyphort,Online_Tech,23700000,operating,3,CA,Santa Clara,2011-03-01,,,
555,CyPhy Works,Manufacturing,9950002,operating,3,MA,Danvers,2008-11-14,,,
556,22nd Century Group,Medical,15034750,operating,6,NY,Clarence,1998-01-01,,,
557,Adisn,Online_Tech,1550000,acquired,2,CA,Woodland Hills,,Adisn,2010-06-10,5500000.0
558,Cypress Blind and Shutter,Online_Tech,0,operating,1,LA,Denham Springs,2014-05-29,,,
559,Cypress Envirosystems,Online_Tech,465850,operating,1,CA,San Jose,2006-01-01,,,
560,Cyren Call Communications,Corporate_Services,170000,closed,1,VA,Mclean,2006-01-01,,,
561,CyrusOne,Online_Tech,150600000,acquired,2,TX,Houston,2000-01-01,CyrusOne,2010-05-12,525000000.0
562,CyrusOne,Online_Tech,150600000,acquired,2,TX,Houston,2000-01-01,CyrusOne,2007-07-11,
563,Cystinosis Research Foundation,Nonprofits,1500000,operating,1,CA,Irvine,2003-01-01,,,
564,Cyterix Pharmaceuticals,Medical,16490000,operating,2,CA,San Francisco,,,,
565,CYTIMMUNE SCIENCES,Medical,7499990,operating,4,MD,Rockville,,,,
566,Aditazz,Online_Tech,5600000,operating,1,CA,San Bruno,,,,
567,Cyto Wave Technologies,Medical,965000,closed,1,CA,San Francisco,2012-01-01,,,
568,Cytodyn,Medical,28520510,,7,OR,Lake Oswego,,,,
569,Cytogel Pharma,Medical,2440000,operating,2,CT,Darien,2000-01-01,,,
570,CytoLogic,Medical,978637,operating,2,CO,Boulder,1998-01-01,,,
571,Cytomedix,Medical,104775000,operating,8,MD,Gaithersburg,,,,
572,CytomX Therapeutics,Medical,43500000,operating,3,CA,Santa Barbara,2008-01-01,,,
573,Cytonics,Medical,3304760,operating,2,FL,Jupiter,2006-01-01,,,
574,Aditive,Online_Tech,3301958,operating,1,CA,San Francisco,2010-01-01,,,
575,CytoPherx,Medical,47686876,operating,3,MI,Ann Arbor,,,,
576,Cytori Therapeutics,Medical,54751700,operating,4,CA,San Diego,1996-01-01,,,
577,CytoSolv,Medical,500000,operating,1,RI,Tiverton,2009-01-01,,,
578,Cytosorbents,Medical,1843000,operating,2,NJ,Monmouth Junction,1997-01-01,,,
579,CytoVale,Medical,4300000,operating,2,CA,South San Francisco,2013-01-01,,,
580,Cytovance Biologics,Medical,42500000,operating,2,OK,Oklahoma City,,,,
581,CytoViva,Online_Tech,685000,operating,1,AL,Auburn University,2005-01-01,,,
582,CytRx,Online_Tech,86000000,operating,1,CA,Los Angeles,,,,
583,CyVek,Science_and_Engineering,22304410,acquired,5,CT,Wallingford,2008-01-01,CyVek,2014-11-04,195000000.0
584,Cyvenio Biosystems,Medical,1968783,operating,1,CA,Westlake Village,2008-01-01,,,
585,D and K interprises,Gaming,2500,operating,1,MO,Clever,2014-06-15,,,
586,D'Shane Services,Renting,15000,operating,1,WY,Cheyenne,2012-01-01,,,
587,Adjacent Applications,Online_Tech,256000,operating,2,CA,Oakland,2011-05-31,,,
588,D.Canty Investments Loans & Services,Banking,0,operating,1,AL,Gardendale,2013-12-13,,,
589,D2C Games,Gaming,7500000,closed,2,CA,San Mateo,2006-01-01,,,
590,D2S,Manufacturing,21663227,operating,2,CA,San Jose,,,,
591,Adjudica,Medical,550000,operating,2,MO,St Louis,2008-01-01,,,
592,D3 Technology,Banking,14000000,operating,2,NE,Omaha,2007-01-01,,,
593,D8A Group,Online_Tech,45000,,2,PA,Philadelphia,2011-04-01,,,
594,DA Relm Collectibles,Online_Tech,0,operating,1,WA,Tacoma,2009-04-01,,,
595,Dabble,Gaming,350000,closed,1,CA,Berkeley,,,,
596,DabKick,Online_Tech,0,operating,1,CA,Redwood City,2012-08-01,,,
597,Dabo Health,Medical,1995275,operating,1,CA,San Francisco,2011-01-01,,,
